Date/Time, City, State, Shape, Duration, Summary, Posted
2019-09-24T07:20:00Z, Worthington, OH, Light, <1 minute, Two bright light appeared out of no where in the clear day sky one after another., 10/4/2019
2019-09-23T19:15:00Z, Enon, OH, Sphere, 5 minutes, I observed a very bright white sphere in atmosphere. It traveled SW to NE across sky. No flashing lights indicative of commercial or mi, 10/4/2019
2019-09-22T20:30:00Z, North Royalton, OH, Triangle, 2 seconds, triangular objects with orange lights speeding overhead, 10/4/2019
2019-09-22T20:00:00Z, North Royalton, OH, Fireball, , Orange round objects- 7- slow speed., 10/4/2019
2019-09-21T23:13:00Z, Gallipolis, OH, Circle, 8 seconds, Brilliant white opaque circle visits our campsite, 10/4/2019
2019-09-20T20:45:00Z, Logan, OH, Light, 5 minutes, Very fast light high in sky, 10/4/2019
2019-09-19T22:15:00Z, Huber Heights, OH, Cone, 3 seconds, "Standing outside looking to NW, saw bright object between 500 to 1, 000 feet off the ground, extremely bright, white flying N.", 10/4/2019
2019-09-17T20:17:00Z, ross, OH, Disk, 10 to 15 minets, A bright red dot in the sky large still and high up, 12/22/2022
2019-09-17T19:29:00Z, Mansfield, OH, Orb, 3-4 seconds, White sphere moving at high speed ascending westward then disappeared, 9/19/2019
2019-09-15T23:00:00Z, Greenville, OH, Triangle, 1 minute, "Large, low flying (approximately 200ft. altitude) dark triangle slowly traveling northward, parrallel to route 127. 3 light, one at eac", 12/1/2019
2019-09-15T22:00:00Z, Steubenville, OH, Light, , ((NUFORC Note: Source of report provides no information about sighting. PD)), 9/19/2019
2019-09-14T05:30:00Z, Troy, OH, Circle, 1 minute, Bright curricular light in Eastern sky dimmed and disappeared within seconds of observation, 9/19/2019
2019-09-09T19:00:00Z, New Franklin, OH, Cigar, 60-90 seconds, "Seen by my daughter and I, one large cigar shape object, silver and without wings flying west to east in the early evening sky.", 9/12/2019
2019-09-09T18:45:00Z, Lakewood, OH, Cigar, 10 seconds, Unknown object moving extremely fast through sky., 9/19/2019
2019-09-08T22:05:00Z, Jackson, OH, Fireball, 1 minute, "While on 279 heading to Jackson Lake, seen a large orange and yellow ""fireballs."" It quickly moved using a downward and to right.", 9/19/2019
2019-09-05T23:30:00Z, Jackson Township, OH, Light, 15 minutes, "Light in the sky, flashing lights.", 9/6/2019
2019-09-05T23:00:00Z, Painesville, OH, Chevron, 48 minutes, "Flashing Xmas tree in sky over Painesville, OH", 9/12/2019
2019-09-05T19:33:00Z, Canton, OH, Diamond, , "Report of possible UFO sighting, diamond0shape, fast moving", 9/6/2019
2019-09-03T21:20:00Z, Madison/Painesville line, OH, Light, ~2 minutes, Two lights merged into one and then faded out. ((anonymous report)), 9/6/2019
2019-08-31T20:00:00Z, Lobeland, OH, Circle, 4 hours ongoing, 2 lights spinning in circles occasionally stopping., 9/6/2019
2019-08-30T00:15:00Z, Fairborn, OH, Triangle, 60 seconds, It was a V-shaped craft with 2 white lights on both wings and 1 white light in the front., 9/6/2019
2019-08-28T20:40:00Z, Frazeysburg, OH, Light, 15 minutes, Lights getting brighter and brighter then dimmer then disappeared., 9/6/2019
2019-08-28T19:30:00Z, Eastlake, OH, Light, 15 minutes, "Ex wife was at the shore of Lake Erie 7:30pm Aug 28, 2019. she saw a bright light hovering.", 9/6/2019
2019-08-26T12:56:00Z, Warren, OH, Fireball, 2 minutes, "Near military airbase, high in sky, object explodes & crashes to the ground, followed quickly by military jet", 12/1/2019
2019-08-25T20:50:00Z, Lexington, OH, Light, 5 minutes, I run a Facebook news group and have had several people report seeing a blue light in the sky southeast of Lexington. They are also rep, 9/6/2019
2019-08-24T21:40:00Z, Cleveland (West Park), OH, Triangle, 3 minutes, 3 red light triangle which broke into single lights then more red lights and a possible bigger craft., 9/6/2019
2019-08-24T09:10:00Z, Xenia, OH, Cylinder, 30 seconds, "Wingless, tailess, Silver bullet/flared point tail; 5000' 12 miles from WPAFB; no movement; no exhaust. ((anonymous report))", 9/6/2019
2019-08-23T23:00:00Z, Geneva, OH, Oval, 20 minutes, "4 white lights gathering and the dispersing in different dir., gathering again. ((NUFORC Note: Advertising lights? Anonymous. PD))", 9/6/2019
2019-08-21T22:00:00Z, Jackson, OH, Other, 2 hours, "Flashing lights, red, green, yellow and white, sometimes moving super fast but not far in movements of up down and side slight up but to t", 8/23/2019
2019-08-17T12:53:00Z, Akron, OH, Changing, 570mb, the gray object flew by really fast., 12/1/2019
2019-08-08T00:00:00Z, Olmsted Falls, OH, Diamond, 2 minutes, "UFO over development during lat night walk, and the theft of a major part my perceptual-dimensional theory.", 8/23/2019
2019-08-07T09:00:00Z, Dayton, OH, Fireball, 5 minutes, Saw 5 fire-orange balls of light flying through our neighborhood. ((anonymous report)), 9/12/2019
2019-08-06T06:30:00Z, Cortland, OH, Circle, Didnt notice until after, Was taking photos at the beach. I didnt notice anything in the sky until I was home and looked at the photos., 8/23/2019
2019-08-05T06:35:00Z, Deerfield, OH, Circle, 30 seconds, Speeds faster than anything., 8/23/2019
2019-08-03T22:15:00Z, Willard, OH, Light, 15 seconds, "At about 10:15 pm tonight, August 3, 2019, over Willard, Ohio, a pair of orange lights were seen moving very slowly in parallel with ea", 8/23/2019
2019-08-03T21:30:00Z, Louisville, OH, Fireball, 1 minute, "Looked like a flaming ball shooting fireballs off it then it turned and sped off to the South, no way it was a plane or meteor", 8/23/2019
2019-08-03T21:27:00Z, West Chester, OH, Disk, 6 minutes, "Multiple disc shaped lights that disappeared, Rreappeared, and multiplied.", 8/23/2019
2019-08-03T21:17:00Z, West Chester, OH, Cylinder, 2 minutes, "On August 3, 2019 at 9:17 PM I witnessed UFOs while I was driving northbound on interstate 75 near West Chester, OH. There were four f", 8/23/2019
2019-08-03T21:17:00Z, Deerfield Townsship, OH, Unknown, <30 seconds, 4 Circular Lights moving Westward at speed, 8/23/2019
2019-08-03T21:15:00Z, West Chester, OH, Formation, 4 minutes, "I had just gotten dinner at a restaurant when off in the distance in the direction of Tylersville, I saw 4 white balls of light in a sl", 8/23/2019
2019-07-28T10:54:00Z, Newark, OH, Circle, 20 seconds, Metallic doughnut shaped craft with a mirror finish., 8/23/2019
2019-07-27T22:40:00Z, Bellevue, OH, Fireball, 2 minutes, Small orange fire color orb that raced across sky from southwest to northeast. No blinking lights and was at cloud level because it dis, 8/23/2019
2019-07-27T01:30:00Z, Lexington, OH, Fireball, 7 seconds, "Fireball entering earths, slowed down and accelerated out of earths atmosphere", 10/4/2019
2019-07-24T22:30:00Z, Lynchburg, OH, Light, 5 minutes, A small fluttering light in the sky., 9/6/2019
2019-07-19T00:00:00Z, Fostoria, OH, Triangle, 10 mins, Two triangular UFOs were seen., 7/25/2019
2019-07-18T03:25:00Z, Warren, OH, Cigar, 1.5, Again in Warren., 7/25/2019
2019-07-15T20:25:00Z, Piqua, OH, Rectangle, <1 second, "An opening (hole, portal) in the fabric of space. ((NUFORC Note: See excellent illustration by witness on NUFORC homepage. PD))", 9/12/2019
2019-07-14T21:25:00Z, Cincinnati, OH, Triangle, 5 minutes, "Bright Orange Light from large Black Triangular Vehicle constant altitude, course and speed, no noise.", 7/25/2019
2019-07-14T19:45:00Z, Avon, OH, Cigar, 30 seconds, "Silent cigar-shaped object flying over Avon, Ohio", 7/25/2019
2019-07-13T21:00:00Z, Loveland, OH, Sphere, 15 minutes, After shopping at Branch hill Guinea Pike Kroger's we left store to see three large sphere shaped objects with pulsing red light. They, 7/25/2019
2019-07-13T14:45:00Z, Canton, OH, Rectangle, 30 seconds, White rectangular object seen in NW clear sky, 7/25/2019
2019-07-11T12:00:00Z, Madison, OH, Light, 1-2 minutes, I looked up at the moon and just to the right of it there were 3 lights in line. ((anonymous report)), 7/25/2019
2019-07-10T03:00:00Z, Columbus, OH, Unknown, 1 hour, "Hovering in one spot with red, green and white lights 2 nights straight. ((NUFORC Note: Possibly a star?? Anonymous report. PD))", 7/12/2019
2019-07-08T23:02:00Z, Marion, OH, Rectangle, 2 minutes, rectangular object with lights falling seen by 2., 7/12/2019
2019-07-04T22:05:00Z, West Chester, OH, Triangle, 5 minutes, Triangular aircraft with green and red lights, 7/12/2019
2019-07-04T03:45:00Z, Warren, OH, Light, 4:45, Strange lights in NE Ohio., 7/5/2019
2019-07-03T23:30:00Z, Columbus, OH, Fireball, 1 minute, A fireball was witnessed by two adult men rising into Western sky above Columbus Ohio. Both men assumed it was a normal aircraft light, 7/5/2019
2019-07-03T21:30:00Z, Olmsted TWP, OH, Unknown, 2 hours, 3-5 large lights being stationary even suggested blinking in sky, 7/5/2019
2019-07-03T21:30:00Z, Oak Harbor, OH, Unknown, 5 minutes, "Hovering, multi lighted red, white, green, orange object with amazing flight capabilities", 7/5/2019
2019-07-03T12:45:00Z, Euclid, OH, Flash, 2 minutes, I have never seen anything like this in my life. ((anonymous report)), 7/12/2019
2019-06-28T20:45:00Z, Lebanon, OH, Cylinder, 30 minutes, Shiny white pill-shaped object moving at various speeds before disappearing, 7/5/2019
2019-06-27T22:00:00Z, Dayton, OH, Light, >2 hours, 5 bright flashing lights in the clouds with no known origin and in the same spots. Lasted at least 2 hours, 7/5/2019
2019-06-27T03:15:00Z, Wadsworth, OH, Unknown, 6 seconds, Fast flying object. ((anonymous report)), 6/27/2019
2019-06-18T20:30:00Z, Troy, OH, Light, Until cloud cover, Bright large stationary light high in the evening sky. ((NUFORC Note: WHIO-TV reports the three objects are still a mystery. PD)), 6/20/2019
2019-06-18T20:25:00Z, Germantown, OH, Circle, 2 hours +, "Experienced aviation mechanic witnesses three strange, stationary, objects in northern sky.", 6/20/2019
2019-06-18T20:00:00Z, Dayton, OH, Oval, 1 hour, "We saw an oval shaped craft in the sky. Appeared to be white or clear, emitting light. Was bright outside and still could be seen clear", 6/20/2019
2019-06-18T19:00:00Z, Fairborn, OH, Circle, 5 minutes, Local weather man reported something in sky. So I went outside with phone to look for object. Saw the white light and recorded it. It l, 6/20/2019
2019-06-18T19:00:00Z, Middletown, OH, Circle, 15 minutes, 3 bright circular stationery objects over Middletown Ohio, 6/20/2019
2019-06-18T15:34:00Z, London, OH, Circle, 20 minutes, Traveling down 42 when I noticed a white disk shape following the vehicle. Went against wind current. Then went into a cloud and disapp, 6/20/2019
2019-06-14T16:15:00Z, Stow, OH, Other, 10 minutes, "The object appeared to be tumbling or reflecting sunlight, suddenly accelerated and changed direction twice before disappearing", 6/20/2019
2019-06-11T21:00:00Z, Blacklick, OH, Disk, 5 minutes, Circular disk flies into view then disappears followed by a smoke trail to earth that a navy jet responded to., 6/20/2019
2019-05-27T12:30:00Z, Highlandtown Lake, OH, Disk, 15 seconds, Disc-shaped craft at high altitude over highlandtown Lake., 8/23/2019
2019-05-26T23:46:00Z, Danville, OH, Other, 15 seconds, 3 solid lights small dull (like tiny stars) perfectly spaced moving very fast. ((NUFORC Note: Space X SpaceLink satellites? PD)), 6/7/2019
2019-05-26T11:35:00Z, Xenia, OH, Other, 2.5 seconds, A light the had a consistent blink and a consistent downward trajectory that disappeared at our horizon. It was moving very fast. Much, 6/7/2019
2019-05-25T23:00:00Z, Madison, OH, Other, 1-2 minutes, "Straight line of lights moving E over L Erie, middle light would be dim then be really bright. ((Satellites. PD)) ((anonymous source))", 6/7/2019
2019-05-25T23:00:00Z, Conneaut, OH, Other, 1 minute, Straight line of lights moving across the sky over the shore of Lake Erie in NE OH. ((NUFORC Note: Satellites. PD)), 6/7/2019
2019-05-25T23:00:00Z, Marysville, OH, Circle, 15 seconds, Disk like object with 12 lights rotating through the northeastern sky at 11PM. ((anonymous report)), 6/7/2019
2019-05-25T23:00:00Z, Marysville, OH, Circle, 20 seconds, Massive circular object with many white lights rolling vertically across the sky with smoke at high altitude. ((anonymous report)), 6/7/2019
2019-05-25T22:50:00Z, Uniontown, OH, Formation, 15-20 seconds, Appeared to be either a string of lights or a plane pulling lights. ((NUFORC Note: Space Link satellites. PD)), 6/7/2019
2019-05-25T22:50:00Z, Middleburg Heights, OH, Flash, 2 minutes, Shooting flashing lights. ((NUFORC Note: Space Link satellites. PD)), 6/7/2019
2019-05-25T22:50:00Z, Urbana, OH, Other, 5 minutes, Stream of light up dots. ((NUFORC Note: Space Link satellites. PD))((anonymous source)), 6/7/2019
2019-05-25T22:47:00Z, Sunbury, OH, Other, 2 minutes, Large skinny aircraft with hundreds of lights moving very slowly for about two minutes., 6/7/2019
2019-05-21T04:48:00Z, Stow, OH, Other, 3 seconds, Mysterious & Beautiful Bright White Lights., 6/7/2019
2019-05-18T23:00:00Z, Canton, OH, Unknown, 10 min, ((NUFORC Note: Witness provides no text about sighting. PD)), 8/16/2021
2019-05-12T14:27:00Z, Columbus, OH, Changing, 5-8 minutes, While driving within a shopping plaza in NE Columbus I noticed a black object in the distance which appeared to change shapes. At firs, 5/14/2019
2019-05-08T21:15:00Z, Cincinnati, OH, Triangle, 15 seconds, Large V/triangle-shaped craft that moved silently. Disappeared at incredible rate of speed., 5/9/2019
2019-04-29T23:16:00Z, New Lexington, OH, Light, 5 seconds, Strange light in Ohio., 5/9/2019
2019-04-22T21:19:00Z, Strongsville, OH, Sphere, 15 seconds, Fiery orange spheres rapidly ascending., 4/25/2019
2019-04-22T06:35:00Z, Akron, OH, Cigar, 6 minutes, "Cigar Shaped Object, vertically aligned, seen in area of Lockheed Martin. ((anonymous report))", 4/25/2019
2019-04-16T20:00:00Z, Middletown, OH, Oval, 5 minutes, "Bright yellow ball with 2 streams of white smoke, trailing it like wings. To the left of the Sun facing W. Lasted about 5 minutes.", 5/9/2019
2019-04-12T13:10:00Z, Parma Heights, OH, Rectangle, 5 minutes, "flat, rectangle, mottled gray in color. ((anonymous report))", 4/18/2019
2019-04-11T19:00:00Z, Hillsboro, OH, Triangle, 25 minutes, Triangular shaped crafts circle and jump space. ((anonymous report)), 4/12/2019
2019-04-10T22:00:00Z, Beaver, OH, Circle, 3-5 seconds, 3 large orange balls of light in the western sky at 10pm., 4/12/2019
2019-04-10T00:16:00Z, Trenton, OH, Unknown, seconds, "stream of bright blue light, burst of light, then vanished.", 4/12/2019
2019-04-06T00:45:00Z, Parma Heights, OH, Disk, 10 seconds, Orange amber light colored UFO appears then fades, 4/8/2019
2019-04-03T21:45:00Z, Englewood, OH, Light, 5 seconds, Green ball of light in night sky., 4/8/2019
2019-03-28T04:30:00Z, Newark, OH, Flash, 15 seconds, Bright flash over central Ohio., 4/8/2019
2019-03-27T00:00:00Z, Washington Court House, OH, Unknown, 10 minutes, ((NUFORC Note: Source of report provides no detailed information. PD)), 3/29/2019
2019-03-27T20:25:00Z, Staunton, OH, Formation, 15/40 minutes, "Bright green & yellow lights shooting out from low flying craft at high speed, then followed by tilted line of white lights.", 4/8/2019
2019-03-23T21:00:00Z, Piketon, OH, Light, 2 minutes, A fast moving ball of light in the night sky, 3/29/2019
